"Schulnummer","Latitude","Longitude","Gemeinden.Kennziffer","Schulname","Grundschulen","PLZ","Ort_parsed","Strasse"
22556,51.001959983726,10.7819400312295,16067047,"Staatliche Regelschule ""An der Nesse"" Molschleben",0,"D-99869","Molschleben","Gothaer Straße 20a"
70261,50.7697600176417,12.0600800179225,16076079,"Schule an der Weida, Förderschule zur individuellen Lebensbewältigung der Lebenshilfe Greiz/Zeulenroda gGmbH",1,"D-07570","Weida","Gräfenbrücker Straße 6a"
31117,50.5775400114141,11.8188100363215,16075098,"Friedrich-Fröbel-Schule Schleiz Staatliches regionales Förderzentrum",1,"D-07907","Schleiz","Greizer Straße 40a"
62061,50.7184100061275,10.4687199604086,16066063,"Staatliches Berufsbildungszentrum",0,"D-98574","Schmalkalden","Grenzweg 1"
14699,50.3816299980421,10.5372300327463,16069062,"Staatliche Grundschule ""An den Gleichbergen"" Milz",1,"D-98630","Römhild","Grete-Walter-Straße 7"
45163,50.9784000045519,11.3237200171332,16055000,"Staatliche Gemeinschaftsschule Weimar",1,"D-99423","Weimar","Gropiusstraße 1"
17842,50.8527900189407,11.1986200284206,16071046,"Staatliche Grundschule ""Anna Sophia"" Kranichfeld",1,"D-99448","Kranichfeld","Große Gebind 20"
26207,50.8527900189407,11.1986200284206,16071046,"Staatliche Regelschule ""Anna Sophia"" Kranichfeld",0,"D-99448","Kranichfeld","Große Gebind 20"
17885,50.8577599846096,11.3472500310034,16071008,"Lindenschule Blankenhain Staatliche Grundschule",1,"D-99444","Blankenhain","Große Nonnengasse 22a"
31704,50.8577599846096,11.3472500310034,16071008,"Staatliches regionales Förderzentrum ""Hans Bürger"" Blankenhain Förderschwerpunkt Lernen",1,"D-99444","Blankenhain","Große Nonnengasse 22a"
26482,50.9840699848645,11.0257899626278,16051000,"Ulrich-von-Hutten-Schule Erfurt Staatliche Regelschule",0,"D-99084","Erfurt","Grünstraße 9"
50894,51.3681800017916,10.8687000213511,16065067,"Staatliches Gymnasium ""Geschwister Scholl"" Sondershausen",0,"D-99706","Sondershausen","Güntherstraße 58"
15723,50.7113800201152,11.316019981781,16073076,"Staatliche Grundschule Rudolstadt-West",1,"D-07407","Rudolstadt","Gustav-Freytag-Straße 4"
52026,50.9642300200482,11.0318599692694,16051000,"Heinrich-Mann-Gymnasium Erfurt Staatliches Gymnasium ""Zur Himmelspforte""",0,"D-99096","Erfurt","Gustav-Freytag-Straße 65"
51124,50.9811900048429,11.0140899992614,16051000,"Staatliches Gymnasium ""Johann Gutenberg"" Erfurt",0,"D-99092","Erfurt","Gutenbergplatz 6"
18820,50.8833700096623,12.0696799792674,16052000,"Staatliche Grundschule ""Otto Dix"" Gera",1,"D-07548","Gera","Gutenbergstraße 1"
26807,50.8833700096623,12.0696799792674,16052000,"Staatliche Regelschule ""Otto Dix"" Gera",0,"D-07548","Gera","Gutenbergstraße 1"
27231,50.9756799931525,11.3120300282314,16055000,"Pestalozzischule Weimar Staatliche Regelschule",0,"D-99423","Weimar","Gutenbergstraße 32"
24118,50.607300000548,10.8097899941773,16054000,"ImPULS-Schule Staatliche Regelschule Schmiedefeld",0,"D-98528","Suhl","Guts-Muths-Straße 12"
13874,50.7308800149387,10.8242500344404,16070057,"Staatliche Grundschule Geschwenda",1,"D-99331","Geratal","Gutshof 19a"
10841,51.3662299939274,11.3008800015323,16065086,"Staatliche Grundschule ""Am Königstuhl"" Artern",1,"D-06556","Artern","H.-Hoffmann-v.- Fallersleben-Str. 1"
64224,50.9484399812987,11.0841300203857,16051000,"Schule für Gesundheits- und Krankenpflege am Katholischen Krankenhaus ""St. Johann Nepomuk"" Erfurt",0,"D-99097","Erfurt","Haarbergstraße 70"
15303,51.5848900012602,10.6642799874136,16062005,"Goeckingk-Schule Ellrich Staatliche Grundschule",1,"D-99755","Ellrich","Hagenstraße 15"
12870,50.646629985723,12.2163399831468,16076022,"Staatliche Grundschule Greiz-Irchwitz",1,"D-07973","Greiz","Hainbergstraße 3"
64597,50.8760899914783,12.0735400133177,16052000,"Bildungszentrum für medizinische Heilhilfsberufe GmbH, Private Berufsbildende Schule",0,"D-07545","Gera","Hainstraße 21"
76241,51.3775300147838,10.2772199596638,16061115,"Freie Integrative Ganztagsgrundschule Kleeblatt",1,"D-37327","Leinefelde-Worbis","Halle-Kasseler-Straße 18"
26240,51.4103600016843,10.4235300190856,16061017,"Staatliche Regelschule Breitenworbis",0,"D-37339","Breitenworbis","Halle-Kasseler-Straße 4"
17962,51.4103600016843,10.4235300190856,16061017,"Staatliche Grundschule Breitenworbis",1,"D-37339","Breitenworbis","Halle-Kasseler-Straße 4"
26463,50.9838199946023,11.0485400404076,16051000,"Staatliche Regelschule ""Thomas Mann"" Erfurt",0,"D-99085","Erfurt","Hallesche Straße 18"
18473,50.984329991501,11.0484100370893,16051000,"Staatliche Grundschule ""Thomas Mann"" Erfurt",1,"D-99085","Erfurt","Hallesche Straße 18A"
18503,50.994400009976,11.0239300183132,16051000,"Bechsteinschule Erfurt Staatliche Grundschule",1,"D-99089","Erfurt","Hans-Sailer-Straße 25"
12224,50.8787900120387,11.9534399974874,16076089,"Staatliche Grundschule ""Am Erlbach"" Kraftsdorf",1,"D-07586","Kraftsdorf","Hapersdorfer Straße 6"
76061,51.5053000168434,10.7797999637107,16062041,"Freie Grundschule nach der Pädagogik Maria Montessoris mit integrativem Charakter",1,"D-99734","Nordhausen","Hardenbergstraße 23"
18667,50.9249400165514,10.9916700008287,16051000,"Staatliche Grundschule ""Thomas Müntzer"" Möbisburg",1,"D-99094","Erfurt","Hauptstraße 1"
17989,51.4935800207283,10.3501099955058,16061015,"Staatliche Grundschule ""Am Sonnenstein"" Brehme",1,"D-37339","Brehme","Hauptstraße 127"
13231,51.3922656122504,10.0016638924632,16061082,"Staatliche Grundschule ""Am Rusteberg"" Rustenfelde",1,"D-37318","Rustenfelde","Hauptstraße 1b"
15423,51.4193500119352,10.5933099941319,16062037,"Staatliche Grundschule ""Am Lohholz"" Sollstedt",1,"D-99759","Niedergebra","Hauptstraße 251"
15317,51.4193500119352,10.5933099941319,16062037,"Staatliche Grundschule ""Adolph Diesterweg"" Niedergebra",1,"D-99759","Niedergebra","Hauptstraße 251"
17795,51.0611000103229,11.239539976809,16071102,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",1,"D-99439","Am Ettersberg","Hauptstraße 28"
13228,51.3994299999435,10.2106300137055,16061012,"Staatliche Grundschule Bodenrode",1,"D-37308","Bodenrode-Westhausen","Hauptstraße 31a"
13305,51.4207800065264,10.1209599944395,16061049,"Staatliche Grundschule Siemerode",1,"D-37308","Hohes Kreuz","Hauptstraße 3a"
25139,50.7076900129708,11.6492999585575,16075077,"Staatliche Regelschule Oppurg",0,"D-07381","Oppurg","Hauptstraße 4"
10375,51.0583400172453,11.5421600414171,16071004,"Staatliche Grundschule Wickerstedt",1,"D-99510","Bad Sulza","Hauptstraße 49"
11546,51.1113299900253,10.3326499882772,16063058,"Haineck-Schule Nazza Staatliche Grundschule",1,"D-99826","Nazza","Hauptstraße 66"
11023,51.3753599819613,11.1639699950646,16065003,"Staatliche Grundschule Udersleben",1,"D-06567","Bad Frankenhausen","Hauptstraße 71"
18251,51.5317699832524,10.4206599716193,16064074,"Staatliche Grundschule ""Im Ellertal"" Weißenborn-Lüderode",1,"D-37345","Sonnenstein -Lüderode","Hauptstraße 71"
24298,51.0233700047356,10.5196299639156,16063098,"Staatliche Regelschule ""Am Rennstieg"" Behringen",0,"D-99820","Hörselberg-Hainich","Hauptstraße 75"
14235,51.0233700047356,10.5196299639156,16063098,"Staatliche Grundschule ""Am Hainich"" Behringen",1,"D-99820","Hörselberg-Hainich","Hauptstraße 75"
15153,50.5733299909967,11.0932900156329,16073113,"Staatliche Grundschule Meuselbach",1,"D-98744","Schwarzatal","Hauptstraße 80"
14090,50.7713099991769,11.5142099985453,16074065,"Staatliche Grundschule ""Saaletalblick"" Orlamünde",1,"D-07768","Orlamünde","Hausberg 5"
70828,51.0111400117218,10.9951899810672,16051000,"CJD Christophorusschule Erfurt Förderschule für Schüler mit dem Förderschwerpunkt geistige Entwicklung",1,"D-99091","Erfurt","Havannaer Straße 29"
23790,51.3789499930008,9.97252998406651,16061057,"Staatliche Regelschule Arenshausen",0,"D-37318","Kirchgandern","Heiligenstädter Straße 34"
50614,51.2419300159635,10.6566099592748,16064077,"Seiler-Gymnasium Staatliches Gymnasium Schlotheim",0,"D-99994","Nottertal-Heilinger Höhen","Heilinger Straße 9"
50381,50.6516499913538,12.1955699623542,16076022,"Ulf-Merbold-Gymnasium Staatliches Gymnasium Greiz",0,"D-07973","Greiz","Heinrich-Fritz-Straße 19"
15320,51.4626500017301,10.933649964134,16062008,"Staatliche Grundschule Görsbach",1,"D-99765","Görsbach","Heinrich-Heine-Straße 358"
18397,50.6521299810391,11.9927999898758,16076087,"Friedrich-Reimann-Grundschule Zeulenroda Staatliche Grundschule",1,"D-07937","Zeulenroda-Triebes","Heinrich-Heine-Straße 39"
20797,50.8115899892578,10.3524300224857,16063099,"Staatliche Regelschule Altensteiner Oberland",0,"D-36448","Bad Liebenstein","Heinrich-Mann-Straße 32"
23954,50.2778099851114,10.7218299669781,16069063,"Staatliche Regelschule Heldburg",0,"D-98663","Heldburg","Hellinger Straße 285"
50837,50.9023999892652,12.358190031889,16077043,"Roman-Herzog-Gymnasium Schmölln Staatliches Gymnasium",0,"D-04626","Schmölln","Helmholtzstraße 18"
26147,50.5088499796152,10.7597699811495,16069043,"Staatliche Regelschule ""Gerhart Hauptmann"" Schleusingen",0,"D-98553","Schleusingen","Helmut-Kohl-Str. 7"
17675,50.5084419540265,10.7601014355678,16069043,"Staatliche Grundschule ""Gerhart Hauptmann"" Schleusingen",1,"D-98553","Schleusingen","Helmut-Kohl-Straße 5"
14669,50.4901831650479,10.3554789191476,16066042,"Staatliche Grundschule Henneberg",1,"D-98617","Meiningen Ortsteil Henneberg","Henneberger Hauptstraße 51"
64240,50.9614400197572,11.3226499833738,16055000,"Krankenpflegeschule am Sophien- und Hufeland Klinikum",0,"D-99425","Weimar","Henry-Van-de-Velde-Straße 2"
20664,50.9415899966571,10.0771900313335,16063103,"Eichelbergschule Staatliche Regelschule Berka/Werra",0,"D-99837","Werra-Suhl-Tal","Herdaer Straße 8c"
50447,50.6751899796888,10.9079600176345,16070029,"Goetheschule Ilmenau Staatliches Gymnasium mit mat.-nw. Spezialklassen",0,"D-98693","Ilmenau","Herderstraße 44"
25559,50.6890999994656,10.5588600368047,16066069,"Staatliche Regelschule Steinbach-Hallenberg",0,"D-98587","Steinbach-Hallenberg","Hergeser Wiese 2"
16414,50.6887399967242,10.5595699840037,16066069,"Haseltal-Grundschule Steinbach-Hallenberg Staatliche Grundschule",1,"D-98587","Steinbach-Hallenberg","Hergeser Wiese 5"
45014,50.9540699799331,11.0749700251384,16051000,"Gemeinschaftsschule am Großen Herrenberg Staatliche Gemeinschaftsschule Erfurt",1,"D-99099","Erfurt","Hermann-Brill-Straße 129"
31614,50.9069599960497,11.8560800011531,16074041,"Christophorus-Schule Hermsdorf Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung",1,"D-07629","Hermsdorf","Hermann-Danz-Straße 13/14"
45463,51.2810999906068,10.7384500236895,16065014,"Staatliche Gemeinschaftsschule Ebeleben",1,"D-99713","Ebeleben","Hermann-Töppe-Straße 4"
24361,50.5307300158454,11.6559199856855,16075134,"Staatliche Regelschule Remptendorf",0,"D-07368","Remptendorf","Herrengarten 21"
70591,51.174310017924,11.4226699766809,16068042,"Finneck-Schule Staatlich anerkannte Förderschule",1,"D-99636","Rastenberg","Herrenstraße 34"
75048,51.174310017924,11.4226699766809,16068042,"Finneck-Gemeinschaftsschule Maria Martha",1,"D-99636","Rastenberg","Herrenstraße 34"
14776,51.2353200052098,10.4495499611131,16064071,"Daltonschule Staatliche Grundschule Unstruttal Ammern",1,"D-99974","Unstruttal","Herrenstraße 37"
18700,50.953580015783,11.0750100068166,16051000,"Schule am Wiesenhügel Erfurt Staatliche Grundschule",1,"D-99099","Erfurt","Herrmann-Brill-Str. 131"
64300,51.3615500001989,10.8767500011608,16065067,"Private Fachschule für Wirtschaft und Soziales Sondershausen, Staatlich genehmigte/anerkannte berufsbildende Ersatzschule",0,"D-99706","Sondershausen","Herrmann-Danz-Str. 36"
11139,50.8374500045727,10.0826299703133,16063101,"Staatliche Grundschule Dorndorf",1,"D-36460","Krayenberggemeinde","Hersfelder Str. 9"
64733,51.3790499891057,10.3239100101981,16061115,"Förderberufsschule des OEBW e.V.",0,"D-37327","Leinefelde-Worbis","Hertzstraße 41"
11652,50.9834299846475,10.428620013608,16063098,"Staatliche Grundschule ""Nessetal"" Wenigenlupnitz",1,"D-99820","Hörselberg-Hainich","Heugasse 1"
24088,50.7014499794233,11.0171700134022,16070029,"Staatliche Regelschule Gräfinau-Angstedt",0,"D-98693","Ilmenau","Hinter den Gärten 40"
13258,51.2326300010237,10.1670799917388,16061035,"Staatliche Grundschule ""Regenbogen"" Geismar",1,"D-37308","Geismar","Hintergasse 23"
24645,51.1490099975602,10.4198999844584,16064075,"Staatliche Regelschule Langula",0,"D-99986","Vogtei","Hinterm Jacobsdorf 5"
45018,50.9658499904749,11.0477200388199,16051000,"Gemeinschaftsschule ""Am Hirnzigenpark"" Staatliche Gemeinschaftsschule",1,"D-99099","Erfurt","Hirnzigenweg 31"
50780,50.5752699824866,11.8083700406404,16075098,"Staatliches Gymnasium ""Dr. Konrad Duden"" Schleiz",0,"D-07907","Schleiz","Hofer Straße 10"
13858,50.6726599860343,10.9760300400555,16070029,"Staatliche Grundschule ""Johann Jacob Wilhelm Heinse"" Langewiesen",1,"D-98693","Ilmenau","Hofgraben 6"
12421,50.9451000024309,10.7457300418735,16067029,"Staatliche Grundschule ""Gotha-Siebleben""",1,"D-99867","Gotha","Högernweg 8"
31793,50.6496799926505,11.9920600354635,16076087,"Pestalozzischule Staatliches regionales Förderzentrum Zeulenroda",1,"D-07937","Zeulenroda-Triebes","Hohe Straße 121-123"
23726,51.384000005845,10.1403200114799,16061045,"Tilman-Riemenschneider-Schule Heiligenstadt Staatliche Regelschule",0,"D-37308","Heilbad Heiligenstadt","Holbeinstraße 16"
13201,51.384000005845,10.1403200114799,16061045,"Staatliche Grundschule ""Tilman Riemenschneider"" Heiligenstadt",1,"D-37308","Heilbad Heiligenstadt","Holbeinstraße 16"
10705,50.8513200007618,10.8875800067967,16070028,"Staatliche Grundschule ""An der Wachsenburg"" Holzhausen",1,"D-99334","Amt Wachsenburg","Holzhausen Am Lämmerberg 31"
10015,50.984869995613,12.4257200082884,16077001,"Karolinum-Schule Altenburg Staatliche Grundschule",1,"D-04600","Altenburg","Hospitalplatz 8"
24901,51.5848700104211,10.6699100279575,16062005,"Staatliche Regelschule Ellrich",0,"D-99755","Ellrich","Hospitalstraße 36"
11185,50.8120400136393,10.2402499831469,16063003,"Burgseeschule Staatliche Grundschule Bad Salzungen",1,"D-36433","Bad Salzungen","Hübscher Graben 18"
45073,50.8966399873126,11.5738599801314,16053000,"Staatliche Gemeinschaftsschule ""An der Trießnitz"" Jena",1,"D-07745","Jena","Hugo-Schrade-Str. 1"
19134,50.8972400058514,11.5731900146106,16053000,"Staatliche Grundschule ""Friedrich Schiller"" Jena",1,"D-07745","Jena","Hugo-Schrade-Straße 3"
77185,50.696550002646,10.9222700218308,16070029,"Freie Reformschule ""Franz von Assisi"", Staatlich anerkannte Regelschule",0,"D-98693","Ilmenau","Humboldtstraße 2"
78480,50.696550002646,10.9222700218308,16070029,"Freie Reformschule ""Franz von Assisi"", Gymnasiale Oberstufe",0,"D-98693","Ilmenau","Humboldtstraße 2"
76151,50.696550002646,10.9222700218308,16070029,"Freie Reformschule ""Franz von Assisi"", Staatlich anerkannte Grundschule",1,"D-98693","Ilmenau","Humboldtstraße 2"
15287,51.4982100164044,10.7707699717818,16062041,"Staatliche Grundschule ""Niedersalza"" Nordhausen",1,"D-99734","Nordhausen","Hüpedenweg 48"
18623,50.9637100067752,10.9902800298251,16051000,"Staatliche Grundschule ""Christian Reichart"" Erfurt",1,"D-99094","Erfurt","Im Gebreite 34"
17495,50.8937799981301,11.6913300062024,16074085,"Staatliche Grundschule ""Novalis"" Schlöben",1,"D-07646","Schlöben","Im Kirchfeld 1-4"
20260,51.0275700087788,11.5973599867883,16071004,"Staatliche Regelschule Wormstedt",0,"D-99518","Bad Sulza","Im Unterdorf 111"
70725,51.4213200106385,10.3639500263911,16061115,"Tabaluga-Förderschule Lebenshilfe Leinefelde-Worbis gemeinnützige GmbH",1,"D-37339","Leinefelde-Worbis","Jägerstr. 3a"
31237,50.6483699850032,11.3540100359144,16073077,"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Saalfeld",1,"D-07318","Saalfeld","Jahnstraße 2"
65634,51.0130900195861,11.5128399764713,16071001,"Deutsches Erwachsenen-Bildungswerk in Thüringen, gemeinnützige Schulträger-GmbH, Staatlich genehmigte Höhere Berufsfachschule für Pflegeberufe",0,"D-99510","Apolda","Jenaer Straße 66"
15856,50.7411999817664,11.46946002332,16073109,"Staatliche Grundschule ""Heinrich Heine"" Uhlstädt",1,"D-07407","Uhlstädt-Kirchhasel","Jenaische Straße 46"
45127,50.9357199822253,11.6017100268983,16053000,"Staatliche Gemeinschaftsschule ""Wenigenjena""",1,"D-07749","Jena","Jenzigweg 29"
24460,50.591820008397,10.4140700355238,16066042,"Staatliche Regelschule ""Am Kiliansberg"" Meiningen",0,"D-98617","Meiningen","Jerusalemer Straße 15"
14567,50.591820008397,10.4140700355238,16066042,"Staatliche Grundschule ""Ludwig Bechstein"" Meiningen",1,"D-98617","Meiningen","Jerusalemer Straße 15"
17259,50.3414500040661,11.1817699722861,16072018,"Staatliche Grundschule Sonneberg-Oberlind",1,"D-96515","Sonneberg","Johann-Sebastian-Bach-Straße 9"
16955,51.2013499956584,11.0678200102727,16068058,"Traumzauberbaum-Schule Weißensee Staatliche Grundschule",1,"D-99631","Weißensee","Johannesstraße 1"
30948,51.211060011392,10.4424899678875,16064046,"Pestalozzischule Mühlhausen Staatliches regionales Förderzentrum",1,"D-99974","Mühlhausen","Johannistal 16"
45134,50.6061300125933,10.6983499930698,16054000,"Jenaplan-Schule Suhl Staatliche Gemeinschaftsschule",1,"D-98527","Suhl","Judithstraße 70"
31164,50.6977199906007,11.6145999690586,16075085,"Staatliches regionales Förderzentrum Pößneck",1,"D-07381","Pößneck","Julius-Fucik-Straße 25"
19254,50.6144099918261,10.7094600380908,16054000,"Schule am Himmelreich Suhl Staatliche Grundschule",1,"D-98527","Suhl","Julius-Fucik-Straße 36"
15604,50.7373199987865,11.7443000300528,16075073,"Staatliche Grundschule ""Friedrich Schiller"" Neustadt a.d. Orla",1,"D-07806","Neustadt an der Orla","Jungferngasse 12"
18521,50.9780599926496,11.0389799769218,16051000,"Humboldt-Grundschule Erfurt Staatliche Grundschule",1,"D-99084","Erfurt","Juri-Gagarin-Ring 126"
64330,50.9733799989211,11.0342599596056,16051000,"Euro Akademie Erfurt, Berufsbildende Ersatzschule",0,"D-99084","Erfurt","Juri-Gargarin-Ring 90"
17272,50.362700014544,11.173740025225,16072018,"Staatliche Grundschule ""Geschwister Scholl"" Sonneberg",1,"D-96515","Sonneberg","Juttastraße 1"
52926,50.8359200138766,10.9592700055611,16070004,"Staatliches Gymnasium ""MELISSANTES"" Arnstadt",0,"D-99310","Arnstadt","Käfernburger Straße 2"
64420,50.8471300130929,12.1180400401904,16052000,"Bildungswerk für Gesundheits- und Sozialberufe gGmbH Gera-Kaimberg, Staatlich anerkannte berufsbildende Schule",0,"D-07551","Gera","Kaimberg Nr. 1"
11322,50.8406800128709,10.1687800093408,16063003,"Krayenbergschule Tiefenort Staatliche Grundschule",1,"D-36469","Bad Salzungen","Kantstraße 12"
24568,50.5277499978094,10.4423400156397,16066049,"Staatliche Regelschule ""Im Werratal"" Obermaßfeld",0,"D-98617","Obermaßfeld-Grimmenthal","Kapellenstraße 16"
45060,50.8794300122557,12.0964599922748,16052000,"Ostschule Gera Staatliche Gemeinschaftsschule",0,"D-07546","Gera","Karl-Liebknecht-Straße 56"
51318,50.9331599813575,11.6060700414731,16053000,"Staatliches Angergymnasium Jena",0,"D-07749","Jena","Karl-Liebknecht-Straße 87"
45104,50.8842299929281,11.6056699732345,16053000,"Kaleidoskop Jena Staatliche Gemeinschaftsschule Jenaplan-Schule Lobeda",1,"D-07747","Jena","Karl-Marx-Allee 11"
19088,50.8842299929281,11.6056699732345,16053000,"Saaletalschule Jena Staatliche Grundschule",1,"D-07747","Jena","Karl-Marx-Allee 11"
51275,50.8827899819626,11.6025199702021,16053000,"Otto-Schott-Gymnasium Jena Staatliches Gymnasium",0,"D-07747","Jena","Karl-Marx-Allee 7"
45120,50.8827899819626,11.6025199702021,16053000,"Staatliche Gemeinschaftsschule ""Kulturanum"" Jena",1,"D-07747","Jena","Karl-Marx-Allee 7"
70531,50.4558199832476,11.6366400158203,16075062,"Michaelisstift, Michaelisschule Bad Lobenstein, Förderschule",1,"D-07356","Bad Lobenstein","Karl-Marx-Str. 35"
11455,50.9784399862301,10.3162999964861,16056000,"Jakob-Schule Eisenach Staatliche Grundschule",1,"D-99817","Eisenach","Karl-Marx-Straße 10"
25116,50.6913699864835,11.5808799916789,16075085,"Staatliche Regelschule ""Prof. Franz Huth"" Pößneck",0,"D-07381","Pößneck","Karl-Marx-Straße 15b"
15543,50.6913699864835,11.5808799916789,16075085,"Staatliche Grundschule ""Am Rosenhügel"" Pößneck",1,"D-07381","Pößneck","Karl-Marx-Straße 15b"
45583,50.8799700163677,10.5103699725635,16067064,"Staatliche Gemeinschaftsschule ""Am Inselsberg"" Bad Tabarz",1,"D-99891","Bad Tabarz","Karl-Marx-Straße 19"
10241,51.0186799946328,12.3674900049192,16077042,"INSOBEUM Rositz Staatliche Grundschule",1,"D-04617","Rositz","Karl-Marx-Straße 1a"
20153,51.0186799946328,12.3674900049192,16077042,"INSOBEUM Rositz Staatliche Regelschule",0,"D-04617","Rositz","Karl-Marx-Straße 1a"
64298,50.5960099960659,11.1028499952996,16073113,"Freie berufliche Schule für Pädagogik und Pflege Mellenbach-Glasbach",0,"D-98744","Schwarzatal","Karl-Marx-Straße 21"
70335,51.408839985453,10.5180600334509,16062049,"Freie Schule - Am Park Förderschule",1,"D-99759","Sollstedt","Karl-Marx-Straße 21"
25101,50.4556699890903,11.6374699918728,16075062,"Staatliche Regelschule Bad Lobenstein",0,"D-07356","Bad Lobenstein","Karl-Marx-Straße 22 b"
14429,50.4564599834646,11.6370499747046,16075062,"Staatliche Grundschule Bad Lobenstein",1,"D-07356","Bad Lobenstein","Karl-Marx-Straße 22"
50507,50.4575599825278,11.6370000185617,16075062,"Staatliches Gymnasium ""Christian Gottlieb Reichard"" Bad Lobenstein",0,"D-07356","Bad Lobenstein","Karl-Marx-Straße 24"
75907,50.4558199832476,11.6366400158203,16075062,"Freie Montessori-Gemeinschaftsschule Bad Lobenstein",1,"D-07356","Bad Lobenstein","Karl-Marx-Straße 35"
24584,51.2093500193252,10.4698200013814,16064046,"Staatliche Regelschule ""Thomas Müntzer"" Mühlhausen",0,"D-99974","Mühlhausen","Karl-Marx-Straße 35"
18367,50.709569990034,12.053910015176,16076029,"Staatliche Grundschule Hohenleuben",1,"D-07958","Hohenleuben","Karl-Marx-Straße 7"
45011,51.016779984821,11.0197900286968,16051000,"Gemeinschaftsschule am Roten Berg Staatliche Gemeinschaftsschule Erfurt",1,"D-99087","Erfurt","Karl-Reimann-Ring 14"
13681,50.685370010643,10.9113199873414,16070029,"Staatliche Grundschule ""Karl Zink"" Ilmenau",1,"D-98693","Ilmenau","Karl-Zink-Straße 18"
30725,50.6849900170625,10.9109899918134,16070029,"Pestalozzischule Ilmenau Staatliches regionales Förderzentrum",1,"D-98693","Ilmenau","Karl-Zink-Straße 33"
45454,51.1633599834346,10.3169100313992,16064074,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",1,"D-99988","Südeichsfeld","Karlstraße 11"
18730,50.9692499837695,11.0244299988376,16051000,"Puschkinschule Erfurt Staatliche Grundschule",1,"D-99084","Erfurt","Kartäuserstraße 50"
20933,50.9776799990692,10.3062500107597,16056000,"Staatliche Regelschule ""Geschwister Scholl"" Eisenach",0,"D-99817","Eisenach","Katharinenstraße 150"
64301,50.8549715817875,12.073205308885,16052000,"Private Fachschule für Wirtschaft und Soziales Gera, Staatlich genehmigte/anerkannte berufsbildende Ersatzschule",0,"D-07549","Gera","Keplerstraße 48"
64952,50.9004400069362,11.5915499867832,16053000,"GAW-Institut für berufliche Bildung gemeinnützige GmbH, Staatlich genehmigte Höhere Berufsfachschule für Pflegeberufe",0,"D-07745","Jena","Keßlerstraße 27"
60602,50.9677399839124,10.7281100241132,16067029,"Staatliches Berufsschulzentrum ""Hugo Mairich"" Gotha",0,"D-99867","Gotha","Kindleber Straße 99 b"
16834,51.1749400017666,11.4181500353935,16068042,"Staatliche Grundschule Rastenberg",1,"D-99636","Rastenberg","Kirchallee 4"
17452,50.9154999819191,11.8693400043386,16074003,"Staatliche Grundschule ""Hermann Sachse"" Bad Klosterlausnitz",1,"D-07639","Bad Klosterlausnitz","Kirchgasse 3a"
10735,50.8801099941508,11.0157500351852,16070028,"Staatliche Grundschule Kirchheim",1,"D-99334","Amt Wachsenburg","Kirchheimer Hauptstr. 3"
20124,51.055730018325,12.4495800176866,16077048,"Landschule Pleißenaue Treben Staatliche Regelschule",0,"D-04617","Treben","Kirchhof 5"
13288,51.3358100137374,9.9879700364489,16061036,"Staatliche Grundschule ""Am Hanstein"" Gerbershausen",1,"D-37318","Gerbershausen","Kirchplatz 10"
23877,50.4250099931029,10.9051799918083,16069012,"Staatliche Regelschule ""Otto Ludwig"" Eisfeld",0,"D-98673","Eisfeld","Kirchplatz 6"
75037,50.8872999906947,11.2049399834149,16071087,"Freie Talschule Tonndorf - Gemeinschaftsschule für Gutes Leben -",0,"D-99438","Tonndorf","Kirchstraße 20"
17329,50.4305299792581,11.1571700084755,16072019,"Staatliche Grundschule Steinach-Südschule",1,"D-96523","Steinach","Kirchstraße 21"
15093,50.4797599979116,11.1642300017012,16072011,"Staatliche Grundschule Lauscha",1,"D-98724","Lauscha","Kirchstraße 45"
13125,50.7180600197604,12.2405200136083,16076093,"Staatliche Grundschule Teichwolframsdorf",1,"D-07987","Mohlsdorf-Teichwolframsdorf","Kirchstraße 5"
12237,50.8208436242555,11.9332445952027,16076049,"Staatliche Grundschule Münchenbernsdorf",1,"D-07589","Münchenbernsdorf","Kleine Schloßstraße 5a"
50360,50.8840300007183,10.5737499848817,16067072,"Salzmannschule Schnepfenthal Staatliches Spezialgymnasium für Sprachen",0,"D-99880","Waltershausen","Klostermühlenweg 2-8"
78386,51.2947199965337,11.4283199661543,16065087,"Klosterschule Roßleben Gymnasium in freier Trägerschaft",0,"D-06571","Roßleben-Wiehe","Klosterschule 5"
50987,50.5095100125808,10.754259969459,16069043,"Hennebergisches Gymnasium ""Georg Ernst"" Schleusingen Staatliches Gymnasium",0,"D-98553","Schleusingen","Klosterstraße 2-4"
11486,51.0551900142129,10.2501100349473,16063104,"Staatliche Grundschule Creuzburg",1,"D-99831","Creuzburg","Klosterstraße 34a"
79018,50.9648299966775,11.3451099634846,16055000,"Freie Waldorfschule Weimar",1,"D-99425","Weimar","Klosterweg 8"
11207,50.8907299912026,10.3689899809514,16063066,"Breitenbergschule Staatliche Grundschule Ruhla",1,"D-99842","Ruhla","Köhlergasse 6"
