"Name","School","lat","lon","PLZ","Location","School.Type","Board","Board.Type","District","Admin","AGS","AGS.Name","Großstadtregionaler.Einzugsbereich","Stadt.und.Gemeindetyp","BBSR.Mittelbereiche","RegioStar2","RegioStar5","RegioStar7","RegioStar17","Raumtyp","Wachsen.Schrumpfen"
"Pfortener Schule Gera, Staatliche Grundschule",18913,50.8625600071915,12.0912799761124,7551,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Südschule Jena, Staatliche Grundschule",19105,50.9214199944034,11.5678700206652,7745,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Jenaplan-Schule Jena, Staatliche Gemeinschaftsschule",45087,50.9214199944034,11.5690500249942,7745,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Gemeinschaftsschule ""Kulturanum"" Jena",45120,50.8827899819626,11.6025199702021,7747,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Gemeinschaftsschule ""Galileo"" Winzerla",45117,50.8929900037558,11.5812000127422,7745,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliches regionales Förderzentrum Jena",32014,50.8803500099482,11.624599998642,7747,"Jena","Förderschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Freie Ganztagsgrundschule STEINMALEINS",76271,50.8932800176056,11.6050099821784,7747,"Jena","Grundschule","QuerWege e.V.","in freier Trägerschaft","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Lobdeburgschule Jena, Staatliche Gemeinschaftsschule",45090,50.8909799814648,11.6130799947368,7747,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule ""Friedrich Schiller"" Jena, Europaschule",19134,50.8972400058514,11.5731900146106,7745,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Nordschule Jena Staatliche Grundschule",19027,50.9386600185831,11.5890100186639,7743,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Freie Waldorfschule Jena",79005,50.8783699948706,11.5900300124614,7745,"Jena","Waldorfschule","Waldorfpädagogik Ostthüringen e.V.","in freier Trägerschaft","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Kaleidoskop Jena, Staatliche Gemeinschaftsschule Jenaplan-Schule Lobeda",45104,50.8842299929281,11.6056699732345,7747,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Montessorischule Jena, Staatliche Gemeinschaftsschule",45098,50.9444600022139,11.5984700022258,7743,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Saaletalschule Jena, Staatliche Grundschule",19088,50.8842299929281,11.6056699732345,7747,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Gemeinschaftsschule ""Wenigenjena""",45127,50.9357199822253,11.6017100268983,7749,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Westschule Jena Staatliche Grundschule",19060,50.9313900167734,11.5737999657047,7743,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Werkstattschule Jena, Staatliche Gemeinschaftsschule",45093,50.8817600137004,11.614250024601,7747,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Talschule Jena Staatliche Grundschule",18996,50.9215300068825,11.6046199722237,7749,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Schule am Rautal Jena Staatliche Grundschule",19014,50.9535699994087,11.6130100058452,7743,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"DUALINGO bilinguale Ganztagsgrundschule",76284,50.9357699802778,11.5990999860685,7749,"Jena","Grundschule","DRK-Kreisverband Jena-Eisenberg-Stadtroda e.V.","in freier Trägerschaft","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Gemeinschaftsschule ""An der Trießnitz"" Jena",45073,50.8966399873126,11.5738599801314,7745,"Jena","Thüringer Gemeinschaftsschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Evangelische Grundschule Jena",76301,50.9281300012619,11.592739965577,7743,"Jena","Grundschule","Evangelische Grundschule Jena e.V.","in freier Trägerschaft","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Freie Ganztagsschule LEONARDO - Gemeinschaftsschule",75083,50.934790010068,11.6052600143502,7749,"Jena","Thüringer Gemeinschaftsschule","AWO Regionalverband Mitte-West-Thüringen e.V.","in freier Trägerschaft","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule ""Heinrich Heine"" Jena",19001,50.9342300151168,11.5977700294916,7749,"Jena","Grundschule","Stadtverwaltung Jena","staatlich","Jena, Stadt","Staatliches Schulamt Ostthüringen",16053000,"Jena, Stadt","Zentrum","Großstadt","Jena","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Schule am Himmelreich Suhl Staatliche Grundschule",19254,50.6144099918261,10.7094600380908,98527,"Suhl","Grundschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Ringbergschule Suhl Staatliche Grundschule",19229,50.6287600196101,10.7073499777854,98528,"Suhl","Grundschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Jenaplan-Schule Suhl, Staatliche Gemeinschaftsschule",45134,50.6061300125933,10.6983499930698,98527,"Suhl","Thüringer Gemeinschaftsschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliches regionales Förderzentrum Suhl",32051,50.6035599953512,10.6731799760243,98529,"Suhl","Förderschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Dombergschule Suhl Staatliches regionales Förderzentrum, Förderschwerpunkt geistige Entwicklung",32078,50.612689983385,10.7128500150111,98527,"Suhl","Förderschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Lautenbergschule Suhl Staatliche Grundschule",19238,50.6109499841048,10.6718100377693,98529,"Suhl","Grundschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Heinrichs",19211,50.6004500159065,10.6568699659113,98529,"Suhl","Grundschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Lautenbergschule Suhl, Staatliche Gemeinschaftsschule",45147,50.6109499841048,10.6718100377693,98529,"Suhl","Thüringer Gemeinschaftsschule","Stadtverwaltung Suhl","staatlich","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Evangelische Grundschule Suhl",76464,50.6287600196101,10.7073499777854,98528,"Suhl","Grundschule","Diakoniewerk der Superintendenturen Sonneberg und Hildburghausen/Eisfeld e.V.","in freier Trägerschaft","Suhl, Stadt","Staatliches Schulamt Südthüringen",16054000,"Suhl, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Suhl/Zella-Mehlis","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Legefeld",17843,50.9329200074696,11.2920899834913,99428,"Weimar","Grundschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Staatliche Grundschule ""Louis Fürnberg"" Weimar",19417,50.9735799911309,11.3435100258065,99425,"Weimar","Grundschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Pestalozzischule Weimar Staatliche Grundschule",19388,50.976599990845,11.3110800233256,99425,"Weimar","Grundschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Johannes-Landenberger-Förderzentrum Weimar, Förderschule mit dem Schwerpunkt geistige Entwicklung",70185,50.9762300136389,11.3251700025635,99423,"Weimar","Förderschule","Michaelisstift Gefell","in freier Trägerschaft","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Staatliche Grundschule ""Lucas Cranach"" Weimar",19361,50.9963799831441,11.3145300146726,99427,"Weimar","Grundschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Staatliche Gemeinschaftsschule Weimar",45163,50.9784000045519,11.3237200171332,99423,"Weimar","Thüringer Gemeinschaftsschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Staatliche Grundschule Johannes Falk Weimar",19391,50.9866500184809,11.325950022473,99423,"Weimar","Grundschule","Stadtverwaltung Weimar","staatlich","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Freie Waldorfschule Weimar",79018,50.9648299966775,11.3451099634846,99425,"Weimar","Waldorfschule","Vereinigung Waldorfpädagogik Weimar e.V.","in freier Trägerschaft","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
"Thuringia International School Weimar",79201,50.9630899973973,11.3393500034415,99425,"Weimar","Ergänzungsschule","thuringia international school-weimar e.V.","in freier Trägerschaft","Weimar, Stadt","Staatliches Schulamt Mittelthüringen",16055000,"Weimar, Stadt","engerer Pendlerverflechtungsbereich","Mittelstadt","Weimar","Stadtregion","Zentrale Stadt, Mittelstadt","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadregion - Mittelstadt","zentral","wachsend"
